vehicle,finish_t,total_wait_s
N2S_R-57,542,3.1143722636428492
W2E_T-78,542,28.613607464396296
W2E_B-86,544,26.816963414297334
W2E_T-80,544,19.808321754853637
W2E_B-83,546,43.275683321340296
W2E_T-79,546,30.167060605277186
W2E_B-84,548,40.14896651128072
W2E_T-81,548,18.835579923164005
W2E_B-85,550,31.24543602188936
W2E_T-82,550,10.512022699279441
N2S_L-62,552,16.447220662796667
W2E_B-87,552,7.0625506679593855
N2S_L-59,554,21.566592298696264
W2E_B-88,554,7.796169918589953
N2S_L-63,556,20.021382781470265
W2E_B-89,556,10.816341510586312
N2S_L-60,558,25.406286322382698
N2S_L-61,560,21.670875070232455
W2E_B-90,572,12.01242907717824
W2E_B-92,578,7.200358253705986
W2E_B-94,580,10.178396819087766
W2E_B-95,582,10.93167159290715
N2S_R-58,586,22.06989192509036
N2S_R-60,590,13.32539541643564
N2S_R-61,592,8.779607093147092
N2S_R-59,594,16.09110213396127
N2S_L-64,604,21.440973732931184
N2S_L-65,606,19.739655278576492
N2S_R-62,608,2.3802442246184228
N2S_L-67,608,16.41161798705116
N2S_L-66,610,15.719086223152317
N2S_L-70,612,10.931874481827208
N2S_L-68,614,14.423330077999594
N2S_L-69,616,11.086381518507778
W2E_T-83,618,52.37151832437962
W2E_T-84,620,44.86793878514493
W2E_T-85,622,45.309534718425425
W2E_B-91,624,52.17520678884796
W2E_B-96,626,51.03538073350944
W2E_B-93,628,53.759255739487685
W2E_T-86,630,30.333903407723597
W2E_B-97,630,48.286559078268624
W2E_T-89,634,21.22712833009325
W2E_T-87,636,29.89029322695285
W2E_T-88,638,23.621844318141143
W2E_B-98,640,22.20022342015909
W2E_B-100,644,18.655499425889275
W2E_B-99,648,22.400585878705215
W2E_B-101,652,14.705951258423624
W2E_T-90,652,23.73285029300405
W2E_B-104,654,5.9879570277233825
W2E_T-93,654,11.014331591979044
W2E_B-102,656,13.739992512721074
W2E_T-92,656,12.727136871393895
W2E_B-103,658,10.05327497854546
W2E_T-91,658,11.343925757838292
N2S_R-64,660,34.91054772527593
W2E_T-94,660,13.433474887060356
N2S_R-63,662,33.683790872301074
N2S_R-66,664,19.980524824140048
N2S_R-68,666,20.233480256219536
N2S_L-71,668,36.823931590001735
N2S_R-65,668,23.014440645768104
N2S_L-73,670,20.744853806391916
N2S_R-67,670,19.023176643803254
N2S_L-72,672,28.560989713085064
N2S_L-74,674,22.0586153032026
N2S_L-75,676,19.557263986193675
N2S_R-70,690,29.664783957406826
N2S_L-76,690,3.5179267980191753
N2S_R-71,692,29.94474672665183
N2S_L-77,696,4.2331156513241694
N2S_R-72,696,32.06530412828715
N2S_R-73,698,11.007487458920309
W2E_B-105,700,35.46575596643925
W2E_B-106,702,33.84421130796045
W2E_T-95,704,53.43120218167462
W2E_T-97,706,18.50556204077111
W2E_T-96,708,13.652090855815231
W2E_T-98,710,13.78170763101366
W2E_T-100,712,15.43624926096038
W2E_T-101,714,15.200560653584489
W2E_B-107,716,38.36510789966712
W2E_T-99,716,17.9723965043612
W2E_B-109,718,20.663480392639258
W2E_T-102,718,6.540430452878809
