t,A_q_ns,A_q_ew,A_phase,B_q_ns,B_q_ew,B_phase,C_q_ns,C_q_ew,C_phase,D_q_ns,D_q_ew,D_phase
649,0,4,NS,1,3,NS,0,1,NS,0,2,NS
650,0,4,NS,0,3,NS,0,1,NS,0,2,NS
651,0,4,NS,0,3,NS,1,1,NS,0,2,NS
652,0,5,NS,0,3,NS,1,1,NS,0,2,NS
653,1,5,NS,0,3,NS,1,1,NS,0,2,NS
654,0,5,NS,0,3,NS,0,1,NS,0,2,NS
655,0,5,NS,0,3,NS,0,1,NS,1,2,NS
656,0,5,NS,0,3,NS,0,1,NS,1,2,NS
657,0,5,NS,0,3,NS,0,1,NS,2,2,NS
658,0,5,NS,0,3,NS,0,1,NS,1,2,NS
659,0,5,NS,0,3,NS,0,1,NS,1,2,NS
660,0,6,NS,0,3,NS,0,1,NS,0,2,NS
661,0,6,EW,0,3,EW,0,1,EW,0,2,EW
662,0,6,EW,0,2,EW,0,0,EW,0,1,EW
663,0,6,EW,0,2,EW,0,0,EW,0,1,EW
664,0,5,EW,0,1,EW,1,0,EW,0,0,EW
665,0,5,EW,0,1,EW,2,0,EW,0,0,EW
666,2,4,EW,0,0,EW,2,0,EW,0,0,EW
667,2,4,EW,0,0,EW,2,0,EW,0,0,EW
668,2,3,EW,0,0,EW,2,0,EW,0,0,EW
669,2,3,EW,0,1,EW,2,1,EW,0,0,EW
670,2,2,EW,1,0,EW,2,0,EW,0,0,EW
671,2,2,EW,2,0,EW,2,1,EW,0,0,EW
672,2,1,EW,2,0,EW,3,0,EW,0,0,EW
673,2,2,EW,3,0,EW,3,0,EW,0,0,EW
674,2,2,EW,3,0,EW,3,0,EW,0,0,EW
675,2,4,EW,3,1,EW,3,0,EW,0,1,EW
676,2,3,EW,3,0,EW,3,0,EW,0,0,EW
677,2,3,EW,3,0,EW,3,1,EW,0,0,EW
678,2,2,EW,3,0,EW,3,0,EW,0,0,EW
679,2,2,EW,3,0,EW,3,1,EW,0,1,EW
680,2,1,EW,3,1,EW,3,0,EW,0,1,EW
681,2,1,NS,3,3,NS,3,0,NS,0,1,NS
682,2,1,NS,2,4,NS,2,0,NS,0,1,NS
683,2,1,NS,2,4,NS,2,0,NS,0,1,NS
684,1,1,NS,1,4,NS,1,0,NS,0,1,NS
685,1,1,NS,1,4,NS,1,0,NS,0,1,NS
686,0,1,NS,0,4,NS,0,0,NS,0,1,NS
687,0,1,NS,0,4,NS,0,1,NS,0,1,NS
688,0,1,NS,0,5,NS,0,2,NS,0,2,NS
689,0,2,NS,0,5,NS,0,3,NS,0,2,NS
690,0,2,NS,0,5,NS,0,3,NS,0,2,NS
691,0,2,NS,0,6,NS,0,3,NS,1,2,NS
692,0,2,NS,0,6,NS,0,3,NS,0,3,NS
693,0,2,NS,0,6,NS,1,3,NS,0,3,NS
694,0,2,NS,0,7,NS,0,3,NS,0,3,NS
695,0,2,NS,0,7,NS,0,4,NS,1,3,NS
696,0,2,NS,0,7,NS,0,4,NS,0,3,NS
697,1,2,NS,0,7,NS,0,5,NS,0,3,NS
698,0,2,NS,0,7,NS,0,5,NS,0,3,NS
699,0,3,NS,0,7,NS,0,5,NS,0,3,NS
700,0,3,NS,0,7,NS,0,5,NS,0,3,NS
701,0,3,EW,0,7,EW,0,6,EW,0,3,EW
702,0,2,EW,0,6,EW,0,5,EW,0,2,EW
703,0,2,EW,0,6,EW,0,5,EW,0,2,EW
704,0,1,EW,0,5,EW,0,4,EW,0,1,EW
705,0,1,EW,0,5,EW,0,4,EW,0,1,EW
706,0,0,EW,0,4,EW,0,3,EW,0,0,EW
707,0,0,EW,0,4,EW,0,3,EW,0,0,EW
708,0,0,EW,0,3,EW,1,2,EW,0,0,EW
709,0,0,EW,0,3,EW,1,3,EW,0,0,EW
710,0,0,EW,0,2,EW,1,2,EW,0,0,EW
711,0,0,EW,0,2,EW,1,2,EW,1,0,EW
712,0,0,EW,0,1,EW,1,1,EW,1,0,EW
713,0,0,EW,0,2,EW,1,1,EW,1,2,EW
714,0,0,EW,0,2,EW,1,0,EW,1,1,EW
715,0,0,EW,1,2,EW,1,0,EW,1,2,EW
716,0,0,EW,1,1,EW,1,0,EW,1,1,EW
717,1,0,EW,1,2,EW,1,1,EW,1,1,EW
718,1,0,EW,1,1,EW,1,0,EW,1,0,EW
719,1,0,EW,1,1,EW,1,0,EW,1,0,EW
