t_s,hour,pred_next_total_req_kw,capacity_kw,total_req_kw,total_served_kw,total_unmet_kw,total_flex_req_kw,total_flex_served_kw,total_flex_unmet_kw,hospital_req_kw,hospital_served_kw,hospital_unmet_kw,hospital_flex_req_kw,hospital_flex_served_kw,hospital_flex_unmet_kw,residential_req_kw,residential_served_kw,residential_unmet_kw,residential_flex_req_kw,residential_flex_served_kw,residential_flex_unmet_kw,commercial_req_kw,commercial_served_kw,commercial_unmet_kw,commercial_flex_req_kw,commercial_flex_served_kw,commercial_flex_unmet_kw,industrial_req_kw,industrial_served_kw,industrial_unmet_kw,industrial_flex_req_kw,industrial_flex_served_kw,industrial_flex_unmet_kw
18840,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
18900,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
18960,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19020,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19080,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19140,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19200,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19260,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19320,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19380,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19440,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19500,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19560,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19620,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19680,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19740,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19800,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19860,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19920,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
19980,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20040,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20100,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20160,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20220,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20280,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20340,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20400,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20460,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20520,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20580,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20640,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20700,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20760,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20820,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20880,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
20940,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21000,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21060,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21120,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21180,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21240,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21300,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21360,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21420,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21480,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21540,11,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21600,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21660,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21720,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21780,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21840,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21900,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
21960,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22020,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22080,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22140,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22200,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22260,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22320,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22380,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22440,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22500,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22560,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22620,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22680,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22740,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22800,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22860,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22920,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
22980,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23040,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23100,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23160,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23220,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23280,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23340,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23400,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23460,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23520,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23580,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23640,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23700,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23760,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23820,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23880,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
23940,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
24000,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
24060,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
24120,12,671.0,600.0,671.0,600.0,71.00000000000001,235.0,0.0,235.0,242.00000000000003,242.00000000000003,0.0,35.0,0.0,35.0,176.0,176.0,0.0,80.0,0.0,80.0,154.0,154.0,0.0,65.0,0.0,65.0,99.00000000000001,28.0,71.00000000000001,55.0,0.0,55.0
