t_s,hour,pred_next_total_req_kw,capacity_kw,total_req_kw,total_served_kw,total_unmet_kw,total_flex_req_kw,total_flex_served_kw,total_flex_unmet_kw,hospital_req_kw,hospital_served_kw,hospital_unmet_kw,hospital_flex_req_kw,hospital_flex_served_kw,hospital_flex_unmet_kw,residential_req_kw,residential_served_kw,residential_unmet_kw,residential_flex_req_kw,residential_flex_served_kw,residential_flex_unmet_kw,commercial_req_kw,commercial_served_kw,commercial_unmet_kw,commercial_flex_req_kw,commercial_flex_served_kw,commercial_flex_unmet_kw,industrial_req_kw,industrial_served_kw,industrial_unmet_kw,industrial_flex_req_kw,industrial_flex_served_kw,industrial_flex_unmet_kw
43680,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43740,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43800,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43860,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43920,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
43980,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44040,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44100,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44160,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44220,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44280,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44340,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44400,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44460,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44520,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44580,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44640,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44700,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44760,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44820,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44880,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
44940,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45000,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45060,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45120,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45180,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45240,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45300,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45360,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45420,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45480,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45540,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45600,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45660,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45720,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45780,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45840,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45900,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
45960,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46020,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46080,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46140,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46200,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46260,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46320,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46380,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46440,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46500,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46560,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46620,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46680,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46740,18,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46800,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46860,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46920,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
46980,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47040,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47100,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47160,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47220,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47280,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47340,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47400,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47460,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47520,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47580,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47640,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47700,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47760,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47820,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47880,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
47940,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48000,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48060,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48120,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48180,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48240,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48300,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48360,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48420,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48480,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48540,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48600,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48660,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48720,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48780,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48840,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48900,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
48960,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
49020,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
49080,19,768.0,600.0,768.0,600.0,168.0,235.0,0.0,235.0,252.99999999999997,252.99999999999997,0.0,35.0,0.0,35.0,248.0,179.0,69.0,80.0,0.0,80.0,168.0,168.0,0.0,65.0,0.0,65.0,99.00000000000001,0.0,99.00000000000001,55.0,0.0,55.0
