t,A_q_ns,A_q_ew,A_phase,B_q_ns,B_q_ew,B_phase,C_q_ns,C_q_ew,C_phase,D_q_ns,D_q_ew,D_phase
682,1,2,NS,3,0,NS,0,1,NS,0,2,NS
683,1,2,NS,3,0,NS,0,1,NS,0,2,NS
684,0,3,NS,2,0,NS,0,1,NS,0,2,NS
685,0,3,EW,2,0,NS,0,1,NS,0,2,NS
686,0,2,EW,1,0,NS,0,1,NS,0,2,NS
687,0,3,EW,1,0,NS,0,1,NS,0,2,NS
688,0,2,EW,0,0,NS,0,1,NS,0,2,NS
689,0,2,EW,0,0,NS,1,1,NS,0,2,NS
690,0,3,EW,0,0,NS,0,2,NS,0,2,NS
691,0,3,EW,0,0,NS,0,2,NS,0,2,NS
692,1,2,EW,0,0,NS,0,3,NS,0,2,NS
693,2,3,EW,0,1,NS,0,3,NS,0,2,NS
694,2,2,EW,0,1,NS,0,3,NS,0,2,NS
695,2,2,EW,0,2,NS,1,3,NS,1,2,NS
696,2,1,EW,0,2,NS,0,3,NS,0,2,NS
697,2,1,EW,0,2,NS,0,3,NS,1,2,NS
698,2,0,EW,0,2,NS,0,3,NS,1,2,NS
699,2,0,EW,0,2,NS,0,3,NS,1,2,EW
700,2,0,EW,0,2,NS,0,3,NS,1,1,EW
701,2,1,EW,0,4,NS,0,3,NS,1,1,EW
702,2,1,EW,0,5,NS,0,3,NS,1,0,EW
703,2,2,EW,0,5,EW,0,3,NS,1,0,EW
704,2,1,EW,0,4,EW,0,3,NS,1,0,EW
705,2,2,EW,0,6,EW,0,3,NS,1,0,EW
706,2,1,EW,0,5,EW,0,3,NS,1,0,EW
707,2,2,EW,0,5,EW,0,3,NS,1,0,EW
708,3,1,EW,0,4,EW,0,2,EW,1,0,EW
709,3,1,EW,0,4,EW,0,2,EW,1,0,EW
710,3,0,EW,0,3,EW,0,1,EW,1,0,EW
711,3,0,EW,0,3,EW,0,1,EW,1,0,EW
712,3,0,EW,0,2,EW,0,0,EW,1,0,EW
713,4,0,EW,0,2,EW,0,0,EW,1,0,EW
714,4,0,EW,0,2,EW,0,0,EW,1,0,EW
715,4,0,EW,0,2,EW,0,0,EW,1,1,EW
716,4,0,EW,0,2,EW,0,0,EW,1,0,EW
717,4,1,EW,0,2,EW,0,1,EW,1,0,EW
718,4,0,EW,0,2,EW,0,0,EW,1,0,EW
719,5,0,EW,0,3,EW,0,1,EW,1,0,EW
