t,A_q_ns,A_q_ew,A_phase,B_q_ns,B_q_ew,B_phase,C_q_ns,C_q_ew,C_phase,D_q_ns,D_q_ew,D_phase
524,1,1,NS,0,0,EW,5,0,NS,0,0,EW
525,1,1,NS,0,0,EW,5,0,NS,0,0,EW
526,1,1,NS,0,0,EW,4,1,NS,0,0,EW
527,1,1,NS,0,0,EW,4,1,NS,0,0,EW
528,0,1,NS,1,0,EW,3,1,NS,0,0,EW
529,0,1,NS,1,0,EW,4,1,NS,0,0,EW
530,0,2,NS,1,0,EW,3,1,NS,0,0,EW
531,0,2,NS,1,0,EW,3,1,NS,0,0,EW
532,0,2,NS,1,0,EW,2,1,NS,0,0,EW
533,0,2,NS,1,0,EW,2,1,NS,0,0,EW
534,0,2,NS,0,0,NS,2,1,NS,0,0,EW
535,0,2,NS,2,0,NS,2,1,NS,0,0,EW
536,0,3,NS,1,0,NS,1,1,NS,0,0,EW
537,1,3,NS,1,0,NS,2,2,NS,0,0,EW
538,0,5,NS,0,0,NS,2,2,NS,0,0,EW
539,0,5,EW,0,0,NS,2,2,NS,0,0,EW
540,0,4,EW,0,0,NS,1,2,NS,0,0,EW
541,0,4,EW,0,0,NS,1,2,NS,0,0,EW
542,0,3,EW,0,0,NS,0,2,NS,0,0,EW
543,0,3,EW,0,0,NS,0,2,NS,0,0,EW
544,0,2,EW,0,0,NS,0,2,NS,1,0,EW
545,0,2,EW,0,0,NS,1,2,NS,1,0,EW
546,1,2,EW,0,0,NS,0,2,NS,1,0,EW
547,1,3,EW,0,0,NS,0,2,NS,2,0,EW
548,1,2,EW,0,0,NS,0,2,NS,2,0,NS
549,1,2,EW,0,1,NS,1,2,NS,2,0,NS
550,1,2,EW,0,1,NS,0,2,NS,1,0,NS
551,1,2,EW,0,1,NS,0,3,NS,1,0,NS
552,2,1,EW,0,1,NS,0,3,NS,0,0,NS
553,2,1,EW,1,2,NS,0,3,NS,0,0,NS
554,2,0,EW,0,3,NS,0,3,NS,0,0,NS
555,2,0,EW,0,3,NS,0,3,NS,0,0,NS
556,2,0,EW,0,3,NS,0,4,NS,0,0,NS
557,2,0,EW,0,4,NS,0,4,NS,0,0,NS
558,2,0,EW,0,5,NS,0,4,NS,0,0,NS
559,2,1,EW,0,5,EW,0,4,NS,0,0,NS
560,3,0,EW,0,4,EW,0,5,NS,0,0,NS
561,3,0,EW,0,4,EW,0,6,EW,1,0,NS
562,3,0,EW,1,4,EW,0,5,EW,0,0,NS
563,3,0,EW,2,5,EW,0,5,EW,0,0,NS
564,3,0,EW,3,4,EW,0,4,EW,0,0,NS
565,3,0,EW,3,4,EW,0,4,EW,0,0,NS
566,3,0,EW,3,4,EW,0,3,EW,0,0,NS
567,4,1,EW,3,4,EW,0,3,EW,0,0,NS
568,4,1,EW,3,3,EW,0,3,EW,0,0,NS
569,4,1,EW,3,3,EW,0,3,EW,0,0,NS
570,4,0,EW,3,2,EW,0,2,EW,0,0,NS
571,5,0,EW,4,2,EW,0,2,EW,0,0,NS
572,4,0,NS,4,1,EW,0,2,EW,0,1,NS
573,4,0,NS,4,1,EW,0,2,EW,0,2,NS
574,3,0,NS,4,1,EW,0,1,EW,0,2,NS
575,3,0,NS,4,1,EW,0,2,EW,0,2,NS
576,2,0,NS,4,1,EW,0,1,EW,0,3,NS
577,2,0,NS,4,1,EW,0,1,EW,0,3,NS
578,1,0,NS,4,1,EW,0,0,EW,0,3,NS
579,1,1,NS,4,1,EW,0,1,EW,0,3,NS
580,1,2,NS,4,0,EW,0,0,EW,0,3,NS
581,1,2,NS,4,0,EW,1,0,EW,0,4,NS
582,0,3,NS,4,0,EW,2,0,EW,0,6,NS
583,0,3,NS,4,0,EW,2,0,EW,0,7,EW
584,0,3,NS,4,0,EW,2,0,EW,0,7,EW
585,0,3,NS,4,0,EW,2,0,EW,0,7,EW
586,0,3,NS,4,0,EW,2,0,EW,0,6,EW
587,0,3,NS,4,0,EW,2,0,EW,0,6,EW
588,0,3,NS,4,0,EW,2,0,EW,0,5,EW
589,0,3,NS,4,0,EW,4,0,EW,0,5,EW
590,0,3,NS,4,0,EW,5,0,EW,0,5,EW
591,0,3,NS,4,0,EW,5,0,NS,0,5,EW
592,0,3,NS,4,0,EW,4,0,NS,0,4,EW
593,0,3,NS,4,0,EW,5,0,NS,0,5,EW
594,0,3,NS,4,0,EW,4,0,NS,0,4,EW
595,0,3,NS,4,0,EW,5,0,NS,0,4,EW
596,0,3,NS,4,0,EW,4,0,NS,0,3,EW
597,0,3,NS,4,0,EW,4,0,NS,0,3,EW
598,0,3,NS,4,0,EW,3,0,NS,0,2,EW
599,1,4,NS,4,0,NS,3,0,NS,0,2,EW
600,0,4,NS,3,0,NS,2,0,NS,0,1,EW
601,0,4,NS,3,0,NS,2,0,NS,0,1,EW
602,0,4,NS,2,0,NS,1,0,NS,0,1,EW
603,0,5,NS,2,0,NS,1,0,NS,0,1,EW
604,0,4,EW,1,0,NS,0,0,NS,0,0,EW
605,0,4,EW,1,0,NS,0,1,NS,0,0,EW
606,0,3,EW,0,0,NS,0,1,NS,0,0,EW
607,0,4,EW,0,0,NS,1,1,NS,0,0,EW
608,0,4,EW,0,0,NS,0,1,NS,0,0,EW
609,0,4,EW,0,0,NS,0,1,NS,0,0,EW
610,0,3,EW,0,0,NS,0,1,NS,0,0,EW
611,0,4,EW,0,0,NS,0,1,NS,0,0,EW
612,0,3,EW,0,0,NS,0,1,NS,1,0,EW
613,0,3,EW,0,0,NS,0,1,NS,2,0,EW
614,0,3,EW,0,0,NS,0,1,NS,3,0,EW
615,1,3,EW,0,1,NS,0,1,NS,4,0,EW
616,1,4,EW,0,2,NS,0,1,NS,4,0,EW
617,1,4,EW,0,2,NS,0,1,NS,4,0,EW
618,1,3,EW,3,2,NS,0,1,NS,4,0,EW
619,1,4,EW,3,2,NS,0,1,NS,4,0,EW
620,1,3,EW,2,3,NS,0,1,NS,4,0,EW
621,1,4,EW,2,4,NS,0,1,NS,4,0,EW
622,1,3,EW,1,5,NS,0,1,NS,4,0,EW
623,1,4,EW,1,5,NS,0,1,NS,4,0,NS
624,1,3,EW,0,5,NS,0,1,NS,3,0,NS
625,1,3,EW,0,5,EW,0,1,NS,4,0,NS
626,1,2,EW,1,5,EW,0,1,NS,3,0,NS
627,1,2,EW,1,5,EW,0,1,NS,3,0,NS
628,1,1,EW,1,5,EW,0,1,NS,2,0,NS
629,1,2,EW,1,6,EW,0,1,NS,2,0,NS
630,1,1,EW,1,6,EW,0,1,NS,1,0,NS
631,1,1,EW,1,6,EW,0,1,EW,2,0,NS
632,1,0,EW,2,5,EW,0,0,EW,2,0,NS
633,1,0,EW,2,6,EW,0,0,EW,2,0,NS
634,1,0,EW,2,6,EW,0,0,EW,1,0,NS
635,1,0,EW,2,6,EW,0,0,EW,1,0,NS
636,1,0,EW,2,5,EW,0,0,EW,1,0,NS
637,1,0,EW,2,5,EW,0,1,EW,1,0,NS
638,1,0,EW,2,6,EW,0,0,EW,0,0,NS
639,1,0,EW,2,6,EW,0,0,EW,0,0,NS
640,1,0,EW,2,5,EW,0,0,EW,0,1,NS
641,1,1,EW,2,7,EW,0,0,EW,0,1,NS
642,1,0,EW,2,6,EW,0,0,EW,0,1,NS
643,1,0,EW,2,6,EW,0,0,EW,0,3,NS
644,0,0,NS,3,5,EW,0,0,EW,0,3,NS
645,0,0,NS,3,5,EW,0,0,EW,0,3,NS
646,0,0,NS,3,4,EW,0,0,EW,0,3,NS
647,0,0,NS,3,4,EW,0,0,EW,0,3,NS
648,0,0,NS,3,3,EW,0,0,EW,0,4,NS
649,1,1,NS,3,4,EW,0,0,EW,0,4,NS
650,0,1,NS,4,3,EW,0,0,EW,0,5,NS
651,0,1,NS,4,3,EW,0,0,EW,0,5,EW
652,0,1,NS,4,2,EW,1,0,EW,0,4,EW
653,0,1,NS,4,2,EW,1,0,EW,0,4,EW
654,0,1,NS,4,1,EW,1,0,EW,0,3,EW
655,0,1,NS,4,1,EW,1,0,EW,0,3,EW
656,0,1,NS,4,0,EW,1,0,EW,0,2,EW
657,0,1,NS,4,0,EW,1,1,EW,0,2,EW
658,0,1,NS,4,0,EW,1,0,EW,0,1,EW
659,0,1,NS,4,0,EW,1,0,EW,0,1,EW
660,0,1,NS,4,0,EW,1,0,EW,0,0,EW
661,0,2,NS,4,0,EW,2,0,EW,0,0,EW
662,0,2,NS,5,0,EW,2,0,EW,0,0,EW
663,0,2,NS,5,0,NS,3,0,EW,0,0,EW
664,0,2,NS,4,0,NS,3,0,EW,0,0,EW
665,0,2,NS,4,0,NS,3,0,EW,0,1,EW
666,0,2,NS,3,0,NS,3,0,EW,0,0,EW
667,0,2,NS,3,0,NS,3,1,EW,0,0,EW
668,0,2,NS,2,0,NS,3,0,EW,0,0,EW
669,0,2,NS,2,0,NS,3,0,EW,0,0,EW
670,0,2,NS,1,0,NS,3,0,EW,0,0,EW
671,1,3,NS,1,0,NS,3,1,NS,0,0,EW
672,0,3,NS,0,0,NS,3,1,NS,0,0,EW
673,0,3,NS,0,0,NS,3,1,NS,0,0,EW
674,0,3,NS,0,0,NS,2,1,NS,0,0,EW
675,0,4,NS,0,0,NS,2,1,NS,0,0,EW
676,0,4,NS,0,0,NS,1,1,NS,1,0,EW
677,0,5,NS,0,0,NS,1,1,NS,1,0,EW
678,0,4,EW,0,0,NS,0,1,NS,1,0,EW
679,0,4,EW,0,0,NS,0,2,NS,2,0,EW
680,0,3,EW,0,0,NS,0,2,NS,2,1,EW
681,0,3,EW,0,0,NS,0,2,NS,3,1,EW
682,0,2,EW,0,0,NS,0,2,NS,4,0,EW
683,0,2,EW,0,0,NS,0,3,NS,5,0,EW
684,0,1,EW,0,0,NS,0,4,NS,4,0,NS
685,0,1,EW,0,0,NS,0,4,NS,5,0,NS
686,0,0,EW,0,0,NS,0,4,NS,4,0,NS
687,0,0,EW,0,0,NS,0,4,NS,4,0,NS
688,0,0,EW,0,0,NS,0,4,NS,3,0,NS
689,0,0,EW,2,2,NS,0,4,NS,3,0,NS
690,0,0,EW,1,2,NS,0,5,NS,2,0,NS
691,0,0,EW,1,2,NS,0,5,EW,2,0,NS
692,0,0,EW,0,2,NS,0,4,EW,1,0,NS
693,1,0,EW,0,4,NS,0,4,EW,1,0,NS
694,1,0,EW,0,4,NS,0,3,EW,0,0,NS
695,1,0,EW,0,4,NS,0,3,EW,0,0,NS
696,1,0,EW,0,4,NS,0,2,EW,0,0,NS
697,2,0,EW,0,4,NS,0,2,EW,2,0,NS
698,2,0,EW,0,5,NS,0,2,EW,1,0,NS
699,2,0,EW,0,5,EW,0,2,EW,2,0,NS
700,2,0,EW,0,4,EW,0,2,EW,1,0,NS
701,2,1,EW,0,4,EW,0,2,EW,1,0,NS
702,2,1,EW,0,3,EW,0,1,EW,0,1,NS
703,2,2,EW,0,3,EW,0,1,EW,1,1,NS
704,2,1,EW,0,2,EW,0,0,EW,0,1,NS
705,2,1,EW,0,2,EW,0,0,EW,1,1,NS
706,2,0,EW,0,1,EW,0,0,EW,0,2,NS
707,2,0,EW,0,1,EW,0,0,EW,0,3,NS
708,2,0,EW,0,0,EW,0,0,EW,0,4,NS
709,2,2,EW,0,1,EW,0,1,EW,0,5,NS
710,2,1,EW,0,0,EW,0,1,EW,0,4,EW
711,2,1,EW,0,0,EW,0,2,EW,0,4,EW
712,2,0,EW,1,0,EW,0,1,EW,0,3,EW
713,3,0,EW,1,0,EW,0,1,EW,0,3,EW
714,4,0,EW,1,0,EW,0,0,EW,0,3,EW
715,4,0,EW,1,0,EW,0,0,EW,0,4,EW
716,5,0,EW,1,0,EW,0,0,EW,0,3,EW
717,5,0,NS,1,0,EW,0,0,EW,0,3,EW
718,4,0,NS,1,0,EW,0,0,EW,0,2,EW
719,4,0,NS,2,0,EW,0,0,EW,0,3,EW
